conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dada8e80-2a53-41bf-9eac-f8c1f9971bed,duurzame bouwmaterialen,released,knowledge,sector-specific,,"De soorten bouwmaterialen die gedurende hun hele levenscyclus de negatieve impact van het gebouw op de externe omgeving minimaliseren.
	",http://data.europa.eu/esco/isced-f/0732 | http://data.europa.eu/esco/skill/e26e07ca-4a35-42e3-940d-e5868fd38fba,bouw en weg- en waterbouw | bouwmaterialensector
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbbe485f-b9c2-42df-ba1c-144a2ecfb119,potentiële conflicten bij eindgebruikers beoordelen,released,skill/competence,occupation-specific,mogelijke conflicten bij eindgebruikers evalueren | mogelijke conflicten bij eindgebruikers beoordelen | potentiële conflicten bij eindgebruikers evalueren,Potentiële conflicten met andere belanghebbende partijen beoordelen wat betreft de milieueffecten van aquacultuur en belangenconflicten met andere kustzonegebruikers beoordelen.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,manieren vinden om de negatieve gevolgen van consumptie te verminderen | analyseren en evalueren van informatie en gegevens
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbe63ddf-76f8-4177-a482-fee995a57b77,geïntegreerde plagenbestrijding,released,knowledge,sector-specific,,"Een geïntegreerde aanpak van de preventie en/of bestrijding van voor planten schadelijke organismen die erop gericht is het gebruik van pesticiden en andere vormen van interventie te beperken tot niveaus die economisch en ecologisch verantwoord zijn en die risico’s voor de menselijke gezondheid en het milieu verminderen of minimaliseren.
	",http://data.europa.eu/esco/skill/6e84c2b5-935a-4958-a410-da42efaf7c27 | http://data.europa.eu/esco/isced-f/0811,technieken voor ongediertebestrijding | landbouw en veeteelt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbef5042-4b99-4e6f-b2ed-1d33b07b3ed6,advies verstrekken over duurzaamheidsoplossingen,released,skill/competence,cross-sector,,"Bedrijven adviseren over oplossingen om duurzame productieprocessen te ontwikkelen, de materiaalefficiëntie en het hergebruik te verbeteren en de koolstofvoetafdruk te verkleinen.
   ",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,adviseren over milieukwesties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd5451c6-a006-4218-bf94-348d81bed42f,instandhoudingslandbouw,released,knowledge,sector-specific,,"De technieken, methoden en beginselen die een duurzaam gebruik van land en bodem in de gewasproductie bevorderen. Het is gebaseerd op de drie beginselen van permanente bedekking van het bodemoppervlak, minimale bodemverstoring en diversificatie van plantensoorten.
   ",http://data.europa.eu/esco/isced-f/0811,landbouw en veeteelt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda745dd-b8d6-45d8-8c74-e05495ce90f5,doelstellingen op het gebied van duurzame ontwikkeling,released,knowledge,cross-sector,,"De lijst van 17 wereldwijde doelstellingen die zijn opgesteld door de Algemene Vergadering van de Verenigde Naties en zijn ontworpen als een strategie om een ​​betere en duurzamere toekomst voor iedereen te bereiken.
   ",http://data.europa.eu/esco/isced-f/0319,"sociale en gedragswetenschappen, niet elders ingedeeld"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddbf25f1-b91a-4083-9ef1-cc113a46e4c0,ecosystemen,released,knowledge,cross-sector,,De kenmerken van het systeem waarin levende organismen samenleven en interageren met niet-levende elementen.,http://data.europa.eu/esco/isced-f/0521,milieuwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de131ede-cbfe-4e34-aff4-96f16831c3c4,milieu-incidenten melden,released,skill/competence,sector-specific,milieu-incidenten rapporteren,"Wanneer een incident verontreiniging veroorzaakt, de omvang en de eventuele gevolgen van de schade onderzoeken en dit melden aan de relevante instelling met inachtneming van de procedures voor het melden van verontreiniging.",http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371 | http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822 | http://data.europa.eu/esco/skill/24310a7b-5db1-4917-a705-4835630227ca,melden van incidenten en defecten | feiten rapporteren | incidentrapporten opstellen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728,"distributie van verwarming, koeling en warm water",released,knowledge,sector-specific,,"De ontwerpbeginselen van waterdistributiesystemen voor verwarming, koeling en warm water voor huishoudelijk gebruik, in combinatie met isolatie, energiebesparing door optimale hydraulische vormgeving. De aard van energieverlies in deze systemen veroorzaakt door warmteoverdracht, drukverlies (weerstand van buizen en kleppen) en elektrisch vermogen voor pompen en kleppen.
	",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df0690fb-070b-4d63-9043-a65f18044787,agrotoerisme,released,knowledge,cross-sector,,Aspecten van agrotoerisme met betrekking tot landbouwactiviteiten om bezoekers naar een boerderij te brengen.,http://data.europa.eu/esco/isced-f/1015,"reizen, toerisme en vrijetijdsbesteding"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df179770-1c8d-4673-a270-481b7e4e6010,een kleinschalige windenergiesysteem ontwerpen,released,skill/competence,sector-specific,,"Ontwerp van het kleinschalige windenergiesysteem, met inbegrip van batterijen en stroomomvormers, in samenhang met andere energiebronnen, en van de bouwsterkte voor het plaatsen van een miniturbine.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,ontwerpen van elektrische of elektronische systemen en apparatuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dff0087d-25e4-40bf-979e-32fdf2445438,strategieën ter vermindering van voedselafval ontwikkelen,released,skill/competence,cross-sector,,"Beleid ontwikkelen, zoals de herverdeling van personeelsmaaltijden en levensmiddelen, om voedselafval zoveel mogelijk te verminderen, te hergebruiken en te recyclen. Hieronder valt ook het herzien van het inkoopbeleid om na te gaan waar het voedselafval kan worden verminderd, bijvoorbeeld door te kijken naar de kwantiteit en kwaliteit van levensmiddelen.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,operationele beleidslijnen en procedures ontwikkelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0475631-c151-4413-829c-cb5c76b83271,de duurzaamheid van toeristische activiteiten meten,released,skill/competence,sector-specific,,"Informatie verzamelen, de effecten van het toerisme op het milieu (waaronder in beschermde gebieden) monitoren en beoordelen, alsook op het lokale culturele erfgoed en de biodiversiteit, met als doel de koolstofvoetafdruk van activiteiten in deze sector te verkleinen. Dit omvat het afnemen van enquêtes over bezoekers en het meten van de eventueel noodzakelijke compensatie naar aanleiding van schade.
   ",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,controleren van omgevingsomstandigheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e16fca1b-b3e2-4823-bba1-7c755c1caf58,advies geven over vervuiling door nitraten,released,skill/competence,sector-specific,,"Advies uitbrengen over het effect en de gevolgen van verontreiniging (met inbegrip van bodemverontreiniging door meststoffen) veroorzaakt door de uitstoot van distikstofoxide die bijdraagt tot de aantasting van de ozonlaag, en oplossingen voorstellen om dergelijke acties te matigen.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,adviseren over milieukwesties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1da04bb-4de8-4d17-af8a-75ea893fe36a,verantwoord consumptiegedrag promoten,released,skill/competence,occupation-specific,,"Beleidsmaatregelen, acties en onderwijsprogramma's promoten die een gezonde levensstijl en proactieve deelname aan duurzame consumptie aanmoedigen en die leiden tot veranderingen in de houding, winkelgewoonten en verwachtingen van consumenten.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promoten van producten, diensten en programma's"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2028206-3060-4e81-8350-77baefabefde,toezicht houden op wetlands bij projectontwikkeling,released,skill/competence,cross-sector,,"Toezicht houden en proactief reageren op de uitdagingen die de wetlands met zich meebrengen bij de ontwikkeling van projecten. Zorg dragen voor en in stand houden van wetlands, de meest milieuvriendelijke oplossingen zoeken voor de ontwikkeling van infrastructuurprojecten.",http://data.europa.eu/esco/skill/d5dbc342-8e39-4998-8237-ebbe05a381ce | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,onderzoeks- en ontwikkelingsprojecten beheren | controleren van omgevingsomstandigheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2bb641f-f647-4229-a48e-9a5ef3526c23,zorgen voor de veiligheid van bedreigde soorten en beschermde gebieden,released,skill/competence,sector-specific,veiligheid van bedreigde soorten en beschermde gebieden garanderen,"Ervoor zorgen dat projecten geen nadelige gevolgen hebben voor trekvogels, zeldzame of bedreigde diersoorten, kritieke habitats of beschermde gebieden.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3f2c37f-e484-4b4c-ad82-f565a2b98f89,bewakingsapparatuur voor milieubeheer,released,knowledge,sector-specific,controleapparatuur voor milieubeheer | bewakingsapparatuur | milieubeheer | apparatuur voor controle van milieuparameters | toezichtapparatuur voor milieubeheer,De hardware en apparatuur geschikt voor de meting en live monitoring van omgevingsparameters.,http://data.europa.eu/esco/isced-f/0712,milieubeschermingstechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3fcd642-5f9c-48ee-be58-258dd895d281,biologische gegevens verzamelen,released,skill/competence,cross-sector,,"Biologische monsters verzamelen, biologische gegevens registreren en samenvatten voor gebruik in technische studies, milieubeheerplannen en biologische producten ontwikkelen.",http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,verzamelen van informatie uit fysieke en elektronische bronnen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4698f9f-bb23-486e-a74a-c8f3a19c3132,verontreiniging onderzoeken,released,skill/competence,cross-sector,contaminatie onderzoeken | besmetting onderzoeken,"Tests uitvoeren om de eigenschappen van verontreiniging in een gebied of op oppervlakken en materialen te onderzoeken, om de oorzaak en de aard ervan vast te stellen en de omvang van het risico en de schade te bepalen.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,controleren van omgevingsomstandigheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,strategieën voor milieuherstel ontwikkelen,released,skill/competence,cross-sector,strategieën voor milieusanering ontwikkelen,"Strategieën ontwikkelen voor het verwijderen van verontreiniging en contaminanten uit bodem, grondwater, oppervlaktewater of sediment, rekening houdend met milieuvoorschriften en beschikbare technologieën.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0 | http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,beleid en wetgeving ontwikkelen | manieren vinden om de negatieve gevolgen van consumptie te verminderen | milieubeleid ontwikkelen | manieren toepassen om vervuiling te verminderen | strategieën ontwikkelen om problemen op te lossen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e52c1125-1d27-4e3d-afc9-761ee5f678b3,boombehoud en -bescherming,released,knowledge,sector-specific,behoud en bescherming van bomen,Milieu-eisen voor boombehoud en -bescherming,http://data.europa.eu/esco/isced-f/0821,bosbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,gevolgen voor het milieu beoordelen,released,skill/competence,cross-sector,milieu-effecten beoordelen,"Milieueffecten monitoren en beoordelingen uitvoeren om de milieurisico’s van de organisatie te identificeren en te verminderen, rekening houdend met de kosten.",http://data.europa.eu/esco/skill/c4ba12d1-4698-42fa-8abb-789462ea2586 | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6 | http://data.europa.eu/esco/skill/d3a8ef9c-8572-438c-91dc-010537070be3 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,de invloed van digitale technologieën op het milieu beperken | manieren vinden om de negatieve gevolgen van consumptie te verminderen | gevolgen van werkzaamheden voor het milieu beheren | naleven van wetten en normen op het gebied van milieubescherming | gevolgen voor het milieu beheersen | kritisch denken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5727f3b-0dc9-4daf-84e0-d5789b33a6d9,bosecologie,released,knowledge,cross-sector,,"De ecosystemen in een bos, van bacteriën tot bomen en bodemtypen.",http://data.europa.eu/esco/isced-f/0521,milieuwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5deced2-5636-4ff2-b9bc-dca6cbfc5f72,een warmtekrachtkoppelingsysteem (WKK) ontwerpen,released,skill/competence,sector-specific,,"De verwarmings- en koelingsbehoeften van het gebouw inschatten en de vraag naar warm water voor huishoudelijk gebruik bepalen. Een hydraulisch schema maken om de WKK-eenheid te installeren met een gegarandeerde retourtemperatuur en een aanvaardbaar aantal aan-/uitschakelaars.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,ontwerpen van elektrische of elektronische systemen en apparatuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5f77488-7561-475a-9888-decd2443d37a,personeel opleiden in afvalbeheer,released,skill/competence,sector-specific,opleidingen over afvalbeheer geven aan personeel | medewerkers opleiden in afvalbeheer,"Het personeel van een faciliteit die zich bezighoudt met afvalbeheer of van een organisatie die verantwoordelijk is voor afvalbeheerstrategieën opleiden in verbeteringen die kunnen worden doorgevoerd om afval te verminderen, de efficiëntie van afvalverwerking en -verwijdering te verhogen en ervoor te zorgen dat de afval- en milieuwetgeving wordt nageleefd.",http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,afval beheren | anderen onderwijzen | opleiden op het gebied van operationele procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e65117b6-97e0-4f45-bd61-e581dcd6ec2a,geschikte verpakkingen voor voedingsproducten selecteren,released,skill/competence,sector-specific,,"Geschikte verpakkingen voor voedingsproducten kiezen rekening houdend met de aantrekkelijkheid en geschiktheid van de verpakking. De juiste verpakking kiezen om het veilig en tegen een redelijke prijs te verzenden. Er bewust van zijn dat verpakkingen ook een invloed kunnen hebben op de productkenmerken zoals vorm, gewicht of stevigheid. Verschillende aspecten zoals kostprijs, aantrekkelijkheid en naleving van voorschriften en milieubescherming tegen elkaar afwegen.",http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47 | http://data.europa.eu/esco/skill/8da6cd59-61e1-43c4-8dfc-bc69d283ccc7,beslissingen nemen | verpakken van voorwerpen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e671c957-b998-49df-b630-7908806966f1,klanten inlichten over milieubescherming,released,skill/competence,cross-sector,klanten informeren over milieubescherming,Klanten informeren over de impact van hun verwarmingssysteem op het milieu en over hoe deze impact kan worden beperkt door de systemen op een milieuvriendelijke manier te gebruiken of door milieuvriendelijke systemen te gebruiken.,http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/f6d7ba88-5234-4994-944d-843ca453c923 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,anderen adviseren | milieubeschermingsmaatregelen implementeren | adviseren over milieukwesties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e7c47c8c-7110-4c56-bca1-f56a2c3ed11b,fytosanitaire maatregelen,released,knowledge,sector-specific,,"Maatregelen voor het bestrijden van planten- en gewasziekten, plagen en ziekteverwekkers.",http://data.europa.eu/esco/isced-f/0511,biologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e85cff6b-ee0e-4106-98f0-b57b39a2ea3f,bestrijdingsactiviteiten uitvoeren met betrekking tot ziekten en plagen,released,skill/competence,sector-specific,bestrijdingsactiviteiten uitvoeren met betrekking tot ziekten en ongedierte,"Bestrijdingsactiviteiten uitvoeren met betrekking tot ziekten en plagen met behulp van conventionele of biologische methoden rekening houdend met klimaat, plant- of gewastype en voorschriften op het vlak van gezondheid, veiligheid en milieu. Pesticiden bewaren en hanteren in overeenstemming met de aanbeveling en de wetgeving.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e979659d-d06e-4968-b4b2-ac51e379b552,hybride besturingsstrategieën ontwerpen,released,skill/competence,occupation-specific,,"Besturingsstrategieën voor hybride aandrijfsystemen ontwerpen, rekening houdend met de grenswaarden voor energieterugwinning en de beperkende factoren daarvan. De mogelijke voordelen van belastingverschuiving overwegen en nagaan of het energiebeheer daarmee kan worden verbeterd. De problemen in verband met de intermitterende werking van de verbrandingsmotor begrijpen.
   ",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,ontwerpen van elektrische of elektronische systemen en apparatuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9d6ebab-13ad-45ce-a955-fc3f1e56add8,maatregelen plannen om beschermde natuurgebieden te beschermen,released,skill/competence,sector-specific,,"Beschermingsmaatregelen voor wettelijk beschermde natuurgebieden plannen om de negatieve gevolgen van toerisme en natuurrampen voor de aangewezen gebieden te verminderen. Dit omvat activiteiten zoals het controleren van het gebruik van land en natuurlijke hulpbronnen en het monitoren van de bezoekersstroom.
   ",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9e57db9-a6ef-4e44-a33c-a022d7c4a17f,milieukwaliteit in binnenruimten,released,knowledge,sector-specific,,"De gevolgen voor de milieukwaliteit in binnenruimten van elke in het ontwerpproces gemaakte keuze.
	",http://data.europa.eu/esco/skill/75f312e1-622b-4751-8d93-815b32feaf8d | http://data.europa.eu/esco/isced-f/0712,preventie van verontreiniging | milieubeschermingstechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eac55ce8-82f5-4ff0-bdff-64872d8c51ea,natuurgeschiedenis,released,knowledge,occupation-specific,,De geschiedenis van natuurlijke organismen en ecosystemen.,http://data.europa.eu/esco/isced-f/0222 | http://data.europa.eu/esco/skill/2b22f3b1-5de4-43f9-b6d1-b20f65871268,geschiedenis en archeologie | geschiedenis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eadf0f36-cba0-4e68-8458-c91bc60b494d,bomen verzorgen,released,skill/competence,sector-specific,,"Struiken en hagen planten, bemesten en snoeien. Bomen onderzoeken om hun toestand te beoordelen en de behandeling te bepalen. Acties ondernemen om insecten, schimmels en ziekten die schadelijk zijn voor bomen te elimineren, helpen bij het voorgeschreven verbranden, en acties ondernemen om erosie te voorkomen.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,bebouwen van land en telen van gewassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb65ce8e-61bf-49d1-99bb-cb699ba1005b,bescherming tegen straling,released,knowledge,cross-sector,stralingsbescherming,De maatregelen en procedures om mens en milieu te beschermen tegen de schadelijke effecten van ioniserende straling.,http://data.europa.eu/esco/isced-f/0914,medische diagnose en behandelingstechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec4de8aa-9ba4-412b-832d-93361210eae3,mariene technologie,released,knowledge,cross-sector,,"Technologieën voor veilig gebruik, exploitatie, bescherming van en interventie in het mariene milieu.
	",http://data.europa.eu/esco/isced-f/0732,bouw en weg- en waterbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec66a2f9-db12-4eec-936a-47632bfdccfb,de haalbaarheid van slimme netten onderzoeken,released,skill/competence,sector-specific,,"Het potentieel van een slim net binnen het project evalueren en beoordelen. Een gestandaardiseerde studie verrichten om de bijdrage aan energiebesparing, de kosten en de beperkingen te bepalen en onderzoek verrichten om de besluitvorming te ondersteunen. Stilstaan bij de uitdagingen en kansen met betrekking tot de uitvoering van draadloze technologieën voor slimme netwerken.
	",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,analyseren van bedrijfsactiviteiten | haalbaarheidsonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec7fd241-e68f-4593-a42a-a12a9bd80cbc,onderdelen van schoeisel,released,knowledge,sector-specific,,"De onderdelen van schoeisel voor bovenmateriaal (voorstukken, hielstukken, voeringen, achterstukken, neusvoeringen, enz.) en ondermateriaal (zolen, hielen, binnenzolen, enz.). Ecologische aangelegenheden en het belang van recycling. Selectie van geschikte materialen en onderdelen op basis van hun invloed op de schoeiselstijl en kenmerken, eigenschappen en maakbaarheid. Procedures en methoden voor de chemische en mechanische verwerking van lederen en niet-lederen materialen.",http://data.europa.eu/esco/isced-f/0723,"textiel (kleding, schoeisel en leer)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecd368bc-6383-4a03-9b61-46e0a94750f7,opleiding geven over energiebesparingstechnieken,released,skill/competence,sector-specific,,"De beheerder van de faciliteit of vergelijkbare personen instructies geven over het monitoren van de parameters, om ervoor te zorgen dat het systeem de beoogde energiebesparing oplevert.
	",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,anderen onderwijzen | onderwijzen en opleiden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed8dbdd1-5b40-4eaf-adaf-3b1f6d16a37b,opslag van gevaarlijk afval,released,knowledge,cross-sector,opslag van gevaarlijke afvalstoffen | opslag van schadelijk afval | opslag van schadelijke afvalstoffen,De voorschriften en procedures voor het veilig opslaan van materialen en stoffen die gezondheids- en veiligheidsrisico’s opleveren.,http://data.europa.eu/esco/isced-f/1021,openbare reinigingsdiensten en sanitaire voorzieningen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edf0690f-629d-4674-a9df-45fd89413e85,milieueffect van grondwater beoordelen,released,skill/competence,sector-specific,milieu-effecten van grondwater beoordelen,Het milieueffect van activiteiten in het kader van de onttrekking en het beheer van het grondwater ramen.,http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a,"gevolgen voor het milieu beoordelen | controleren van omgevingsomstandigheden | kritisch denken | gezondheids-, veiligheids- en milieubeoordelingen maken"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee02393d-27dd-438a-8879-b8088ce45e79,milieubeleidsregels voor ict,released,knowledge,occupation-specific,regelgeving m.b.t. analyseren en voorkomen van milieugevolgen van ict-ontwikkeling | ict-beleidsregels | ict en het milieu | beleidsregels m.b.t. de gevolgen van ict-ontwikkelingen op het milieu,"Het internationale en organisatorische beleid dat focust op de beoordeling van de milieueffecten van innovaties en ontwikkelingen op het gebied van ICT, evenals op methoden voor het verminderen van negatieve gevolgen en het toepassen van ICT-innovaties ter ondersteuning van het milieu.",http://data.europa.eu/esco/isced-f/0611,computergebruik
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee62e616-b6e9-49c1-888b-1b4e81f3536e,helpen bij de identificatie van bomen,released,skill/competence,sector-specific,,"Assisteren bij de ontwikkeling en verbetering van technieken voor het meten en identificeren van bomen. Verschillende informatiebronnen verkrijgen en gebruiken om bomen nauwkeurig te identificeren, de kenmerken van de bomen te gebruiken om de identificatie van de bomen te vergemakkelijken, de boomsoorten in alle seizoenen identificeren.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/35045957-e9e4-44b1-801a-9a49f6efaece,kritisch denken | markeren van materialen of voorwerpen voor identificatie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eecbbdd5-5c07-41a4-9486-c0373de7fbab,onderzoek naar fauna uitvoeren,released,skill/competence,sector-specific,,"Verzamelen en analyseren van gegevens over het leven van dieren om de fundamentele aspecten zoals oorsprong, anatomie en functie te ontdekken.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analyseren van wetenschappelijk en medische gegevens
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef010091-ddce-410d-9864-9276ef6fe390,stadsverwarming en -koeling,released,knowledge,sector-specific,,"Bij stadsverwarming en -koeling wordt gebruikgemaakt van lokale duurzame energiebronnen om een ​​groep gebouwen van verwarming en drinkwater te voorzien. Tevens draagt stadsverwarming en -koeling bij aan betere energieprestaties.
	",http://data.europa.eu/esco/isced-f/0713 | http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,elektriciteit en energie | energie-efficiëntie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f03a3387-c4a7-41e3-a5d4-dd4577147940,geïntegreerd ontwerp,released,knowledge,sector-specific,,"Ontwerpbenadering die verschillende aanverwante disciplines omvat, met als doel te ontwerpen en bouwen volgens de beginselen voor bijna-energieneutrale gebouwen. Het samenspel tussen alle aspecten van gebouwontwerp, gebouwgebruik en buitenklimaat.
	",http://data.europa.eu/esco/skill/80c042de-bc1a-4d78-b266-35bc80ba3093 | http://data.europa.eu/esco/isced-f/0731,architectonisch ontwerp | architectuur en stadsplanning
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f12f094b-492f-4e88-b36b-50b8e58b7500,milieutechnisch bodemonderzoek uitvoeren,released,skill/competence,cross-sector,,Beheer en toezicht op de prospectie en beoordeling van milieulocaties voor mijnbouw- of industrieterreinen. Aanwijzen en afbakenen van gebieden voor geochemische analyse en wetenschappelijk onderzoek.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,beoordelen van grond en onroerend goed
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f14cfbac-07c5-43de-8b63-51518be99826,windturbines ontwerpen,released,skill/competence,sector-specific,windmolens ontwerpen,"Ontwerpen van de elektrische componenten en bladen die worden gebruikt in apparatuur die energie uit de wind in elektrische energie genereert, zodat het ontwerp geoptimaliseerd is om een veilige en efficiënte energieproductie te garanderen.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,ontwerpen van elektrische of elektronische systemen en apparatuur
